,text,label,label_id
741,feeling skin scurring rash blackheads,Dermatology,1
742,experiencing micturition skin pain urination itching spotting stomach burning rash,Dermatology,1
743,experiencing vomiting sunken eyes dehydration diarrhoea,Gastroenterology,3
744,dealing with rash ooze fever skin blister high crust yellow,Dermatology,1
745,i have silver skin pain rash small nails peeling nails skin like inflammatory joint dusting dents in,Dermatology,1
746,i am having dehydration diarrhoea eyes sunken vomiting,Gastroenterology,3
747,suffering from painful neck muscle joints stiffness swelling weakness stiff movement walking,Orthopedics,6
748,suffering from history fatigue mucoid breathlessness high fever sputum family cough,Pulmonology,7
749,i have fever chest malaise heart sweating fast rate high phlegm rusty cough breathlessness sputum chills pain,Pulmonology,7
750,i am having itching skin micturition urination rash spotting pain stomach burning,Dermatology,1
751,experiencing weakness of sensorium altered vomiting body side one,Neurology,5
752,feeling throat patches high fever marital contacts in extra,Infectious,4
753,suffering from red appetite headache malaise itching lethargy loss fatigue skin fever lymph fever high spots over body nodes rash swelled mild of,Infectious,4
754,i feel injections receiving itching urine receiving of lethargy appetite blood dark unsterile transfusion yellow yellowish fatigue of yellowing skin loss eyes urine malaise lately,Gastroenterology,3
755,having calf prominent veins cramps bruising swollen on fatigue legs obesity,Cardiology,0
756,having unsterile of transfusion of yellowish eyes receiving fatigue urine itching lethargy yellowing appetite receiving blood skin loss injections abdominal pain dark malaise,Gastroenterology,3
757,my main issue is prominent bruising swollen vessels blood legs obesity cramps swollen fatigue calf veins on,Cardiology,0
758,i am having chest cough rusty heart breathlessness pain rate fatigue fast fever chills high phlegm malaise sputum,Pulmonology,7
759,feeling body of altered vomiting sensorium weakness side one headache,Neurology,5
760,feeling rash nails dents inflammatory small skin nails dusting silver pain peeling joint in skin like,Dermatology,1
761,i have blood obesity calf vessels cramps swollen fatigue swollen prominent veins bruising on legs,Cardiology,0
762,i feel one vomiting weakness side headache body sensorium altered of lately,Neurology,5
763,i think it's chills watering sneezing eyes from continuous,Dermatology,1
764,having family sputum breathlessness history high fever cough mucoid,Pulmonology,7
765,having like dents inflammatory skin in joint dusting pain nails peeling nails silver small rash skin,Dermatology,1
766,having headache lips nausea and speech and irritability blurred sweating hunger fatigue anxiety vomiting slurred drying excessive tingling palpitations vision distorted,Endocrinology,2
767,my main issue is sore ooze fever crust red blister rash around nose skin yellow high,Dermatology,1
768,experiencing and depression cold feets and thyroid enlarged swollen puffy lethargy face weight nails gain eyes dizziness menstruation hands swings irritability brittle fatigue extremeties mood abnormal,Endocrinology,2
769,feeling the spots body muscle back high over loss behind fever pain skin appetite rash pain vomiting joint chills nausea eyes headache pain fatigue pain red of malaise,Infectious,4
770,having rash skin stomach urination spotting micturition pain itching burning,Dermatology,1
771,i am having dark yellowish vomiting pain itching skin fatigue loss abdominal weight urine,Gastroenterology,3
772,suffering from continuous eyes shivering sneezing watering from,Dermatology,1
773,having discomfort bladder feel of burning micturition continuous urine,Urology,8
774,i think it's diarrhoea irritability restlessness menstruation heart hunger rate weight fast excessive weakness mood muscle fatigue abnormal loss swings,Endocrinology,2
775,i feel vomiting sweating pain chest breathlessness lately,Cardiology,0
776,feeling breathlessness sweating chest pain,Cardiology,0
777,experiencing of bladder micturition feel discomfort burning urine continuous,Urology,8
778,dealing with stomach cough chest tongue on pain ulcers pain acidity vomiting,Gastroenterology,3
779,having dark appetite yellowish pain nausea yellowing pain vomiting urine eyes of pain loss diarrhoea joint fever muscle abdominal mild skin of,Gastroenterology,3
780,i think it's fever skin nose red crust rash blister sore ooze yellow around high,Dermatology,1
781,experiencing eyes headache malaise sinus pain muscle nose chest smell phlegm sneezing loss cough pressure of high fever lymph redness swelled fatigue congestion throat chills nodes continuous irritation runny of pain,Pulmonology,7
782,i have visual acidity indigestion blurred depression distorted hunger irritability vision and headache neck excessive stiff disturbances,Neurology,5
783,dealing with fever marital muscle in high contacts patches extra throat wasting,Infectious,4
784,dealing with joint chills of appetite fever headache rash body nausea pain vomiting loss spots high muscle the over eyes red back pain fatigue pain pain malaise behind skin,Infectious,4
785,suffering from diarrhoea dehydration sunken eyes vomiting,Gastroenterology,3
786,experiencing in high sweating cough malaise of pain yellowing vomiting nodes appetite loss phlegm loss fever eyes fever chest sputum breathlessness lymph of chills weight mild blood swelled fatigue,Pulmonology,7
787,i think it's around high sore skin crust yellow fever nose red blister rash ooze,Dermatology,1
788,i feel pain vomiting gases passage appetite abdominal itching internal of loss of lately,Gastroenterology,3
789,my main issue is skin vomiting itching fatigue dark fever high weight loss pain abdominal urine yellowish,Gastroenterology,3
790,i feel speech tingling and distorted anxiety fatigue nausea irritability drying slurred blurred sweating vision lips vomiting and excessive hunger palpitations headache lately,Endocrinology,2
791,i am having acidity headache irritability visual disturbances depression indigestion neck excessive hunger stiff,Neurology,5
792,feeling headache belly pain constipation chills nausea high abdominal fatigue pain look diarrhoea vomiting toxic fever (typhos),Infectious,4
793,dealing with nausea diarrhoea headache vomiting fever chills muscle pain high,Infectious,4
794,my main issue is lymph vomiting yellowing breathlessness chest blood loss nodes pain in fever cough loss appetite of of sweating mild fatigue eyes phlegm sputum malaise high weight chills fever swelled,Pulmonology,7
795,my main issue is weakness hunger fatigue heart sweating menstruation weight restlessness muscle loss rate excessive mood fast swings abnormal irritability,Endocrinology,2
796,feeling loss eyes fatigue malaise blood lethargy receiving urine receiving of abdominal unsterile yellowing injections transfusion dark pain yellow yellowish skin of itching appetite urine,Gastroenterology,3
797,suffering from nausea of high dark yellowing coma stomach liver abdominal appetite failure eyes urine acute yellowish joint of bleeding skin pain fever fatigue pain loss vomiting,Gastroenterology,3
798,i am having dizziness in limbs weakness neck balance of loss pain,Neurology,5
799,feeling skin malaise spots body mild red of high rash appetite swelled nodes over lethargy fatigue fever fever loss itching headache lymph,Infectious,4
800,i have yellowish yellowing family of fatigue nausea skin history eyes of appetite loss,Gastroenterology,3
801,i have distorted vomiting speech sweating excessive headache palpitations lips tingling blurred anxiety hunger drying irritability and vision and slurred fatigue,Endocrinology,2
802,feeling gain depression hands extremeties eyes brittle cold abnormal swings and irritability lethargy menstruation puffy fatigue thyroid and mood enlarged weight nails dizziness face feets swollen,Endocrinology,2
803,suffering from mucoid fatigue cough high breathlessness family sputum fever history,Pulmonology,7
804,suffering from skin over fatigue malaise chills appetite headache fever of loss spots pain pain back red muscle behind vomiting body the pain high nausea rash eyes,Infectious,4
805,dealing with abdominal dark loss of malaise yellowish appetite blood skin eyes injections receiving pain yellow fatigue urine yellowing itching urine of lethargy receiving transfusion unsterile,Gastroenterology,3
806,dealing with appetite of fatigue yellowing loss family nausea eyes history of skin yellowish,Gastroenterology,3
807,my main issue is muscle nausea diarrhoea chills headache vomiting high sweating fever pain,Infectious,4
808,feeling sweating pain chest vomiting,Cardiology,0
809,my main issue is cold dizziness and swollen puffy thyroid mood lethargy abnormal menstruation face nails swings fatigue feets weight depression and brittle extremeties irritability hands gain eyes enlarged,Endocrinology,2
810,dealing with blood phlegm fatigue sweating sputum fever high nodes weight malaise vomiting mild chest swelled cough loss of in chills appetite of eyes breathlessness loss fever lymph yellowing pain,Pulmonology,7
811,i am having pus pimples scurring filled blackheads,Dermatology,1
812,having scurring pus skin rash pimples filled blackheads,Dermatology,1
813,experiencing of passage appetite of abdominal vomiting loss itching indigestion internal gases pain,Gastroenterology,3
814,i feel watering chills continuous eyes sneezing shivering from lately,Dermatology,1
815,i am having injections fatigue receiving yellow malaise urine of pain yellowing urine appetite transfusion unsterile yellowish blood of dark lethargy receiving eyes itching abdominal skin loss,Gastroenterology,3
816,i feel anxiety hunger excessive vision lips speech nausea blurred palpitations sweating slurred fatigue and vomiting headache distorted irritability tingling and drying lately,Endocrinology,2
817,suffering from weakness weight menstruation abnormal restlessness diarrhoea mood rate muscle heart loss sweating excessive swings hunger fast fatigue irritability,Endocrinology,2
818,i am having hunger mood fast diarrhoea abnormal weight weakness fatigue rate restlessness menstruation heart excessive sweating loss muscle irritability swings,Endocrinology,2
819,i am having nausea pain fever high belly constipation diarrhoea pain headache vomiting fatigue look chills toxic (typhos) abdominal,Infectious,4
820,experiencing fluid distention abdomen of skin vomiting stomach pain overload of abdominal swelling yellowish,Gastroenterology,3
821,having from sneezing continuous chills shivering eyes watering,Dermatology,1
822,i feel skin nodal rash dischromic eruptions itching skin patches lately,Dermatology,1
823,i think it's painful walking pain pain swelling knee joints neck pain pain hip joint joint,Orthopedics,6
824,i have phlegm sputum pain chills fatigue sweating fever rate chest high heart fast rusty breathlessness malaise cough,Pulmonology,7
825,having visual irritability excessive vision and neck indigestion headache stiff depression disturbances acidity hunger distorted blurred,Neurology,5
826,having spotting skin micturition rash urination itching pain stomach burning,Dermatology,1
827,dealing with ooze skin yellow fever rash high blister crust,Dermatology,1
828,i feel vision headache distorted stiff depression indigestion irritability and hunger neck visual disturbances excessive blurred lately,Neurology,5
829,i feel obesity on vessels veins legs cramps prominent blood swollen calf fatigue swollen bruising lately,Cardiology,0
830,i have high rash ooze skin fever yellow red sore nose around crust,Dermatology,1
831,i am having high fever headache sweating diarrhoea vomiting pain muscle chills,Infectious,4
832,having lethargy and fatigue feets enlarged mood nails menstruation cold gain brittle thyroid dizziness abnormal irritability and weight eyes depression puffy swings hands face swollen extremeties,Endocrinology,2
833,i am having fatigue loss appetite of nausea eyes family skin yellowish history of yellowing,Gastroenterology,3
834,i think it's appetite joint body rash chills loss spots red back fever eyes over muscle pain pain skin the malaise pain vomiting nausea of pain headache high fatigue behind,Infectious,4
835,experiencing yellowing appetite abdominal of nausea pain diarrhoea skin loss urine joint vomiting pain eyes dark of mild fever yellowish pain muscle,Gastroenterology,3
836,experiencing dark high acute of appetite fever liver joint yellowish of abdominal coma loss fatigue pain stomach failure yellowing urine bleeding nausea vomiting pain skin eyes,Gastroenterology,3
837,i am having inflammatory nails pain nails like in rash dents silver joint dusting skin skin small peeling,Dermatology,1
838,i have receiving receiving lethargy injections urine blood of skin appetite unsterile yellow yellowish malaise of yellowing loss eyes pain urine abdominal itching dark transfusion,Gastroenterology,3
839,i have sensorium body headache altered vomiting weakness one side of,Neurology,5
840,suffering from inflammatory rash joint skin nails small dents nails silver like dusting pain in,Dermatology,1
841,having smell burning urine feel continuous of urine micturition foul of,Urology,8
842,my main issue is vomiting breathlessness sweating,Cardiology,0
843,i have skin rash blackheads filled pimples pus scurring,Dermatology,1
844,experiencing skin sore fever ooze blister nose high red yellow around crust rash,Dermatology,1
845,dealing with from watering sneezing continuous eyes chills shivering,Dermatology,1
846,feeling pain chills swelled blood breathlessness appetite sputum chest phlegm eyes of of cough in fever weight lymph mild fever malaise nodes vomiting loss high loss fatigue yellowing,Pulmonology,7
847,experiencing eyes sunken diarrhoea dehydration,Gastroenterology,3
848,experiencing continuous chills sneezing shivering,Dermatology,1
849,suffering from bladder of micturition urine continuous urine smell foul burning feel of discomfort,Urology,8
850,i think it's filled blackheads pus pimples skin rash,Dermatology,1
851,dealing with of nausea fatigue of family loss eyes skin history appetite yellowing yellowish,Gastroenterology,3
852,dealing with stomach on ulcers tongue pain pain chest acidity cough,Gastroenterology,3
853,i have joint pain bleeding acute high appetite eyes dark yellowing failure of urine loss coma liver abdominal skin fever fatigue of pain stomach yellowish nausea,Gastroenterology,3
854,i have burning urine continuous foul micturition of of urine feel bladder discomfort smell,Urology,8
855,experiencing abdominal pain itching high dark fatigue loss weight urine yellowish skin fever vomiting,Gastroenterology,3
856,having of abdominal fluid of yellowish history vomiting alcohol overload skin distention pain abdomen swelling of stomach consumption,Gastroenterology,3
857,i have stiff visual hunger disturbances irritability neck headache vision indigestion blurred excessive distorted and acidity,Neurology,5
858,having rash blackheads skin scurring,Dermatology,1
859,dealing with yellowish yellowing pain dark bleeding urine high abdominal of of vomiting nausea fever eyes pain coma stomach joint acute appetite skin loss liver failure,Gastroenterology,3
860,my main issue is chills constipation fever toxic fatigue vomiting pain pain look headache high belly abdominal (typhos) nausea diarrhoea,Infectious,4
861,feeling pain vomiting stomach chest acidity pain cough,Gastroenterology,3
862,suffering from urine fever vomiting joint abdominal pain loss of yellowish of pain appetite nausea mild yellowing skin pain diarrhoea eyes dark muscle,Gastroenterology,3
863,experiencing abdominal fatigue look vomiting diarrhoea fever high constipation nausea pain pain chills toxic (typhos) belly,Infectious,4
864,suffering from appetite history fatigue of yellowish eyes skin loss yellowing of nausea family,Gastroenterology,3
865,suffering from fatigue yellowish abdominal urine pain eyes skin nausea dark of yellowing loss appetite of vomiting,Gastroenterology,3
866,suffering from weight loss of loss breathlessness of lymph appetite pain chest fever high yellowing fever vomiting phlegm cough blood malaise in mild nodes sputum swelled eyes chills fatigue sweating,Pulmonology,7
867,i have on swollen bruising blood legs calf prominent vessels veins obesity swollen cramps,Cardiology,0
868,i feel urination pain rash burning stomach skin spotting itching micturition lately,Dermatology,1
869,my main issue is red ooze sore yellow blister around crust fever high nose,Dermatology,1
870,i have pain abdominal gases passage loss of appetite itching indigestion vomiting of internal,Gastroenterology,3
871,feeling skin failure fatigue appetite yellowish coma stomach bleeding abdominal liver acute pain dark of urine vomiting of nausea loss joint pain yellowing eyes,Gastroenterology,3
872,dealing with loss pain red fatigue eyes nausea behind rash skin pain joint headache over malaise of chills the back pain spots appetite muscle pain body vomiting,Infectious,4
873,experiencing sore blister rash yellow ooze red around fever skin nose high crust,Dermatology,1
874,i am having itching vomiting pain weight dark high abdominal loss yellowish fever urine skin fatigue,Gastroenterology,3
875,experiencing injections malaise eyes blood fatigue lethargy urine yellow receiving itching abdominal appetite yellowish unsterile skin of receiving of dark loss urine yellowing transfusion pain,Gastroenterology,3
876,dealing with pain abdominal eyes yellowish appetite of urine loss joint yellowing vomiting dark nausea pain skin of fatigue,Gastroenterology,3
877,i feel lethargy weight fatigue puffy gain eyes swings thyroid enlarged irritability dizziness hands and mood feets face menstruation brittle extremeties cold nails depression swollen abnormal and lately,Endocrinology,2
878,having of altered vomiting headache sensorium one side weakness body,Neurology,5
879,i think it's filled pimples scurring pus skin rash,Dermatology,1
880,i have throat muscle high contacts fever extra in wasting patches marital,Infectious,4
881,i feel rate heart weakness mood diarrhoea irritability weight fatigue restlessness hunger fast excessive swings muscle menstruation abnormal loss lately,Endocrinology,2
882,suffering from pain in dizziness weakness loss of back limbs pain balance neck,Neurology,5
883,experiencing loss skin vomiting pain urine yellowish pain of fatigue yellowing abdominal of eyes nausea appetite dark joint,Gastroenterology,3
884,feeling disturbances neck and stiff visual acidity excessive headache vision indigestion depression irritability distorted blurred hunger,Neurology,5
885,i am having rash stomach spotting urination micturition skin itching burning pain,Dermatology,1
886,feeling urination itching pain spotting stomach skin rash,Dermatology,1
887,feeling transfusion loss unsterile urine skin of abdominal dark malaise appetite receiving yellowing itching pain of yellowish fatigue urine yellow receiving eyes blood injections,Gastroenterology,3
888,my main issue is rash spots lymph swelled nodes loss body appetite headache of skin malaise red mild high fever fatigue over lethargy fever itching,Infectious,4
889,suffering from yellowish abdomen swelling fluid pain of alcohol abdominal consumption overload of stomach history distention skin vomiting of,Gastroenterology,3
890,dealing with chest sweating vomiting pain breathlessness,Cardiology,0
891,suffering from balance back pain limbs weakness of neck pain loss in dizziness,Neurology,5
892,experiencing yellow of receiving itching yellowing loss skin dark transfusion fatigue appetite receiving pain blood urine of abdominal urine yellowish unsterile lethargy malaise eyes injections,Gastroenterology,3
893,i have discomfort micturition bladder continuous smell foul of feel urine of burning urine,Urology,8
894,i think it's headache acidity vision depression blurred indigestion distorted visual irritability stiff neck and disturbances,Neurology,5
895,experiencing rusty sweating breathlessness fast phlegm heart rate chills malaise chest cough high fatigue pain sputum fever,Pulmonology,7
896,dealing with nose fever yellow crust sore rash skin ooze high around red blister,Dermatology,1
897,suffering from feel of micturition burning discomfort urine continuous bladder,Urology,8
898,i am having rash skin eruptions skin dischromic patches nodal itching,Dermatology,1
899,i feel face nails swollen hands lethargy puffy and gain mood cold feets thyroid abnormal irritability and enlarged swings extremeties brittle weight menstruation dizziness depression eyes lately,Endocrinology,2
900,feeling sensorium one body weakness headache vomiting side of altered,Neurology,5
901,suffering from of of eyes nausea loss fatigue yellowish skin yellowing appetite,Gastroenterology,3
902,i feel pain breathlessness chills sweating of lymph malaise fever blood sputum weight eyes nodes yellowing appetite mild in fever of fatigue loss vomiting swelled phlegm loss high chest lately,Pulmonology,7
903,experiencing burning urine smell urine discomfort micturition of continuous foul feel bladder of,Urology,8
904,experiencing menstruation dizziness gain hands cold nails weight feets mood irritability eyes swings face thyroid swollen brittle depression and extremeties enlarged puffy abnormal fatigue and,Endocrinology,2
905,having swelling joints muscle painful neck walking weakness stiff,Orthopedics,6
906,i am having loss cough chest swelled eyes congestion sinus high of of nodes pressure continuous redness muscle pain malaise fever nose fatigue irritation smell phlegm throat pain chills lymph runny sneezing,Pulmonology,7
907,feeling dark fatigue unsterile yellowing yellow transfusion of receiving malaise urine receiving pain injections urine abdominal itching lethargy yellowish blood of loss eyes appetite skin,Gastroenterology,3
908,having urination stomach itching spotting pain skin rash,Dermatology,1
909,i am having fast hunger muscle sweating weakness weight diarrhoea swings abnormal rate menstruation loss heart excessive restlessness fatigue irritability mood,Endocrinology,2
910,my main issue is patches wasting fever marital muscle contacts in extra high throat,Infectious,4
911,feeling vision blurred excessive and lips headache slurred vomiting palpitations fatigue and distorted anxiety sweating hunger irritability drying tingling speech,Endocrinology,2
912,i think it's skin the eyes behind malaise spots appetite body pain fatigue pain fever muscle headache high pain nausea red pain rash vomiting back of joint over loss,Infectious,4
913,i am having vision irritability depression distorted headache and stiff acidity visual indigestion hunger disturbances excessive neck blurred,Neurology,5
914,my main issue is family history fever breathlessness sputum mucoid high fatigue,Pulmonology,7
915,i have dusting inflammatory in like dents silver nails peeling skin rash skin nails small,Dermatology,1
916,having malaise chest muscle chills throat pressure fatigue swelled pain continuous sinus smell irritation fever phlegm loss eyes of cough pain of runny headache nodes lymph redness congestion sneezing nose high,Pulmonology,7
917,i feel silver inflammatory joint dents rash skin dusting small nails in like nails pain lately,Dermatology,1
918,i think it's malaise high cough fatigue phlegm breathlessness heart sputum chills sweating rusty fast pain rate chest fever,Pulmonology,7
919,i am having chills watering continuous shivering sneezing eyes from,Dermatology,1
920,dealing with nodes loss malaise fever spots skin fever headache appetite lymph high fatigue lethargy mild red rash swelled of body itching over,Infectious,4
921,i feel weight abdominal loss fatigue urine itching high yellowish dark vomiting fever pain skin lately,Gastroenterology,3
922,i have neck stiff joints swelling walking weakness muscle painful movement stiffness,Orthopedics,6
923,i think it's loss restlessness excessive irritability weight sweating fast rate hunger heart swings fatigue abnormal diarrhoea weakness menstruation mood muscle,Endocrinology,2
924,experiencing spots lethargy headache rash body mild lymph over malaise fatigue nodes red skin high fever fever swelled itching,Infectious,4
925,i am having diarrhoea fever high chills nausea sweating vomiting muscle pain,Infectious,4
926,suffering from skin diarrhoea of joint eyes of pain yellowish fever yellowing urine loss pain vomiting dark abdominal mild appetite nausea pain muscle,Gastroenterology,3
927,experiencing headache hunger and excessive vision distorted acidity neck depression irritability indigestion blurred stiff,Neurology,5
928,i think it's wasting fever marital extra high contacts muscle,Infectious,4
929,dealing with of appetite loss coma abdominal eyes fatigue urine bleeding joint stomach high pain failure liver acute yellowish pain nausea dark of skin fever yellowing vomiting,Gastroenterology,3
930,my main issue is pain chest acidity cough vomiting tongue ulcers on,Gastroenterology,3
931,i have vomiting chest sweating pain breathlessness,Cardiology,0
932,experiencing internal loss vomiting gases of pain passage of itching appetite indigestion abdominal,Gastroenterology,3
933,i think it's fatigue of mild red spots lymph body malaise fever over swelled appetite nodes skin loss lethargy itching headache high fever rash,Infectious,4
934,i feel rate mood muscle excessive diarrhoea swings loss hunger menstruation irritability weight weakness fast heart fatigue abnormal sweating lately,Endocrinology,2
935,feeling diarrhoea pain chills muscle nausea headache fever high sweating vomiting,Infectious,4
936,having fatigue diarrhoea abdominal pain fever nausea look (typhos) constipation toxic pain headache chills vomiting belly high,Infectious,4
937,my main issue is vomiting acidity ulcers pain chest pain on cough stomach tongue,Gastroenterology,3
938,experiencing rash red mild fever malaise fatigue of spots body itching high appetite headache nodes swelled lethargy skin lymph over fever loss,Infectious,4
939,feeling on calf bruising fatigue swollen cramps legs veins prominent obesity,Cardiology,0
940,having vomiting weakness headache one of body side,Neurology,5
941,i have sweating pain breathlessness chest vomiting,Cardiology,0
942,experiencing burning bladder discomfort of feel urine micturition continuous,Urology,8
943,my main issue is malaise phlegm high sweating fatigue blood cough loss mild eyes vomiting sputum fever in chest pain lymph nodes of fever yellowing loss swelled chills weight appetite of,Pulmonology,7
944,i have nails eyes lethargy abnormal and extremeties dizziness enlarged menstruation gain thyroid swollen fatigue depression and feets cold brittle face puffy weight irritability hands,Endocrinology,2
945,i think it's blurred irritability neck distorted visual excessive vision headache acidity disturbances stiff hunger depression and,Neurology,5
946,i have vomiting yellowish abdominal urine pain joint yellowing pain appetite dark skin nausea loss eyes of of fatigue,Gastroenterology,3
947,i think it's weight pain abdominal fatigue urine itching fever skin vomiting yellowish dark high loss,Gastroenterology,3
948,i feel lethargy gain extremeties irritability hands thyroid feets and nails menstruation puffy mood fatigue abnormal brittle cold weight depression swings face swollen and enlarged eyes dizziness lately,Endocrinology,2
949,dealing with watering sneezing from eyes chills shivering continuous,Dermatology,1
950,dealing with burning micturition rash stomach pain skin itching,Dermatology,1
951,dealing with nausea yellowing appetite loss eyes of of skin fatigue yellowish family history,Gastroenterology,3
952,having nausea vomiting skin pain bleeding abdominal appetite of joint yellowish eyes stomach high of urine yellowing pain fatigue fever coma loss dark,Gastroenterology,3
953,i think it's patches contacts fever in muscle extra high wasting throat marital,Infectious,4
954,experiencing appetite bleeding vomiting acute skin pain fatigue of yellowing loss coma stomach pain failure nausea fever yellowish high joint abdominal liver of eyes,Gastroenterology,3
955,i am having muscle vomiting fever pain headache chills high sweating diarrhoea nausea,Infectious,4
956,feeling walking movement stiffness neck stiff muscle swelling weakness joints painful,Orthopedics,6
957,i feel appetite injections blood loss urine of yellowing dark pain skin abdominal of transfusion unsterile yellow itching yellowish eyes malaise receiving urine receiving lethargy lately,Gastroenterology,3
958,experiencing pain distention overload alcohol of yellowish fluid of consumption abdomen skin history vomiting abdominal,Gastroenterology,3
959,i have urine bladder of of urine discomfort feel smell foul continuous,Urology,8
960,experiencing limbs neck pain loss dizziness weakness pain balance in of back,Neurology,5
961,i feel joint pain pain of diarrhoea eyes pain nausea yellowish muscle mild vomiting urine loss skin fever appetite abdominal of yellowing dark lately,Gastroenterology,3
962,experiencing sinus runny high malaise of fever sneezing loss swelled phlegm pressure irritation chest nose smell continuous fatigue redness congestion pain eyes lymph throat nodes pain chills muscle cough of headache,Pulmonology,7
963,my main issue is pimples filled scurring skin rash pus blackheads,Dermatology,1
964,my main issue is blister yellow sore fever around rash nose crust skin red high ooze,Dermatology,1
965,i am having extra contacts patches fever high throat muscle in marital wasting,Infectious,4
966,feeling breathlessness chest vomiting pain,Cardiology,0
967,i have of dizziness neck balance back weakness limbs pain loss pain in,Neurology,5
968,i have watering eyes chills from continuous sneezing,Dermatology,1
969,experiencing eyes appetite dark pain yellowing urine joint nausea vomiting of abdominal fatigue pain loss of,Gastroenterology,3
970,having continuous urine feel smell of urine of foul bladder discomfort,Urology,8
971,my main issue is pain sweating fast malaise heart high fever rusty chills chest sputum fatigue cough rate breathlessness,Pulmonology,7
972,having lymph headache loss body rash nodes red swelled malaise skin fatigue itching appetite over lethargy fever of high spots,Infectious,4
973,i am having nausea diarrhoea of pain mild dark eyes abdominal appetite yellowing fever joint vomiting urine loss of pain pain muscle,Gastroenterology,3
974,having headache vomiting of side weakness body one,Neurology,5
975,experiencing sweating muscle nausea high pain vomiting diarrhoea fever headache chills,Infectious,4
976,experiencing dehydration eyes diarrhoea vomiting sunken,Gastroenterology,3
977,i have fever loss of vomiting joint yellowing yellowish acute urine bleeding fatigue of abdominal pain skin appetite coma eyes liver dark pain stomach high nausea failure,Gastroenterology,3
978,having pain pain of loss abdominal joint bleeding failure yellowing fatigue coma high appetite acute of nausea dark urine vomiting fever stomach liver eyes,Gastroenterology,3
979,dealing with blackheads pimples pus filled scurring rash skin,Dermatology,1
980,feeling spots fever lymph loss red appetite itching of fatigue headache lethargy swelled high body over mild malaise nodes fever,Infectious,4
981,experiencing joint pain joint knee neck pain pain joints painful pain swelling hip walking,Orthopedics,6
982,my main issue is vomiting pain chest sweating,Cardiology,0
983,feeling loss phlegm of loss eyes lymph blood chest nodes weight appetite in high fever swelled mild sweating chills malaise fatigue vomiting of fever pain yellowing sputum breathlessness,Pulmonology,7
984,feeling appetite abdominal loss of internal of passage itching pain vomiting gases indigestion,Gastroenterology,3
985,having urine of feel smell of urine foul burning micturition bladder continuous discomfort,Urology,8
986,experiencing abdominal toxic pain fever constipation vomiting nausea diarrhoea fatigue look headache chills high (typhos),Infectious,4
987,experiencing discomfort continuous feel bladder urine micturition of burning,Urology,8
988,feeling itching nodal eruptions patches skin dischromic,Dermatology,1
989,experiencing skin pimples blackheads rash scurring filled pus,Dermatology,1
990,experiencing hunger disturbances neck and excessive indigestion blurred depression distorted irritability visual vision acidity stiff headache,Neurology,5
991,my main issue is family loss of history fatigue nausea appetite yellowish skin,Gastroenterology,3
992,i feel urine discomfort burning of bladder micturition continuous feel lately,Urology,8
993,i think it's dark of nausea vomiting urine skin fatigue pain bleeding failure yellowish appetite high liver coma yellowing loss fever acute stomach joint eyes pain abdominal of,Gastroenterology,3
994,i feel abdominal vomiting skin loss fever yellowish itching pain fatigue weight high lately,Gastroenterology,3
995,dealing with swelling pain walking hip pain pain joints knee painful neck joint joint pain,Orthopedics,6
996,i feel yellowish fever abdominal itching pain weight dark high vomiting loss skin urine lately,Gastroenterology,3
997,i have hands enlarged puffy extremeties lethargy feets menstruation gain swollen cold swings mood thyroid depression weight irritability dizziness fatigue and eyes face abnormal brittle and nails,Endocrinology,2
998,feeling of gases vomiting loss abdominal passage pain of appetite indigestion,Gastroenterology,3
999,dealing with pain high dark urine yellowish loss abdominal skin itching weight fever vomiting,Gastroenterology,3
1000,i think it's fast fatigue rate weight loss muscle abnormal weakness menstruation heart sweating restlessness diarrhoea excessive irritability hunger,Endocrinology,2
1001,feeling diarrhoea belly headache chills toxic vomiting (typhos) constipation fatigue pain look high fever pain abdominal nausea,Infectious,4
1002,i have pain sweating phlegm appetite blood chest high loss nodes swelled lymph in sputum chills of fever yellowing malaise cough eyes breathlessness fever mild of loss fatigue vomiting weight,Pulmonology,7
1003,suffering from small nails skin dents peeling joint silver inflammatory dusting pain nails rash in skin like,Dermatology,1
1004,suffering from burning urine of feel urine micturition continuous of foul smell,Urology,8
1005,i have abdominal vomiting pain joint nausea appetite skin of yellowing pain yellowish eyes of fatigue loss,Gastroenterology,3
1006,having itching dark pain yellowish fever urine abdominal high vomiting fatigue skin,Gastroenterology,3
1007,experiencing blister skin red ooze rash around high sore crust nose yellow fever,Dermatology,1
1008,suffering from fever yellowish itching weight vomiting dark loss high skin abdominal urine pain,Gastroenterology,3
1009,feeling skin joint vomiting yellowish pain eyes appetite of acute high failure coma stomach of fever yellowing bleeding liver abdominal urine loss pain fatigue dark,Gastroenterology,3
1010,my main issue is pain skin itching spotting rash stomach burning urination micturition,Dermatology,1
1011,my main issue is feel smell foul urine bladder of micturition of continuous urine discomfort burning,Urology,8
1012,i feel swelling history of fluid abdomen consumption abdominal overload distention pain of yellowish of vomiting skin stomach alcohol lately,Gastroenterology,3
1013,i feel scurring pimples filled rash skin pus blackheads lately,Dermatology,1
1014,suffering from pain of appetite itching abdominal of gases internal passage loss indigestion,Gastroenterology,3
1015,i am having belly toxic look (typhos) nausea high vomiting pain constipation abdominal chills headache pain diarrhoea fatigue fever,Infectious,4
1016,i think it's skin blister yellow rash sore crust nose red around ooze,Dermatology,1
